policy,sign,token_count,inscription_count,provisional_class,class_evidence,counterevidence,initial_count,medial_count,terminal_count,single_count,initial_share,medial_share,terminal_share,single_share,initial_lift_vs_global,medial_lift_vs_global,terminal_lift_vs_global,mean_normalized_position,left_neighbor_count,right_neighbor_count,left_neighbor_entropy,right_neighbor_entropy,top_left_neighbors,top_right_neighbors,example_records,review_status
p385_merge_only,L550,8,8,weak_or_mixed_positional_candidate,initial=0.000;medial=0.625;terminal=0.375,,0,5,3,0,0,0.625,0.375,0,0,0.989026,2.037684,0.71756,4,5,1.75,2.155639,L060:4;L527:2;L207:1;L798:1,</s>:3;L240:2;L390:1;L611:1;L820:1,M-42;M-56;M-63;M-82;M-108;M-133;M-149;M-158,structural_profile_only_not_semantic
p385_merge_only,L692,8,8,terminal_operator_candidate,terminal_share=0.875,medial_share=0.125,0,1,7,0,0,0.125,0.875,0,0,0.197805,4.754596,0.946429,4,2,1.548795,0.543564,L060:5;L032:1;L362:1;L390:1,</s>:7;L032:1,M-5;M-21;M-26;M-69;M-70;M-134;M-146;M-171,structural_profile_only_not_semantic
p385_merge_only,L031,7,7,weak_or_mixed_positional_candidate,initial=0.143;medial=0.571;terminal=0.286,,1,4,2,0,0.142857,0.571429,0.285714,0,0.77626,0.904253,1.552519,0.580952,7,5,2.807355,2.235926,<s>:1;L013:1;L016:1;L176:1;L220:1,</s>:2;L002:2;L001:1;L311:1;L908:1,M-9;M-65;M-90;M-135;M-136;M-155;M-160,structural_profile_only_not_semantic
p385_merge_only,L255,7,7,medial_core_candidate,medial_share=0.857,edge_share=0.143,0,6,1,0,0,0.857143,0.142857,0,0,1.356378,0.77626,0.585204,4,7,1.950212,2.807355,L435:2;L740:2;P385:2;L220:1,</s>:1;L220:1;L371:1;L416:1;L705:1,M-1;M-38;M-91;M-97;M-100;M-133;M-146,structural_profile_only_not_semantic
p385_merge_only,L920,7,7,weak_or_mixed_positional_candidate,initial=0.000;medial=0.429;terminal=0.571,,0,3,4,0,0,0.428571,0.571429,0,0,0.678188,3.105044,0.890306,5,4,2.235926,1.664498,L060:2;L368:2;L002:1;L190:1;L255:1,</s>:4;L060:1;L140:1;L317:1,M-44;M-48;M-53;M-59;M-84;M-113;M-146,structural_profile_only_not_semantic
p385_merge_only,L001,6,6,medial_core_candidate,medial_share=0.833,edge_share=0.167,1,5,0,0,0.166667,0.833333,0,0,0.905639,1.3187,0,0.429365,6,5,2.584963,2.251629,<s>:1;L018:1;L031:1;L240:1;L350:1,L368:2;L220:1;L706:1;L740:1;L820:1,M-1;M-21;M-65;M-84;M-157;M-172,structural_profile_only_not_semantic
p385_merge_only,L016,6,6,medial_core_candidate,medial_share=0.833,edge_share=0.167,0,5,1,0,0,0.833333,0.166667,0,0,1.3187,0.905639,0.481151,2,5,1,2.251629,L220:3;L390:3,L002:2;</s>:1;L031:1;L060:1;L382:1,M-17;M-53;M-112;M-136;M-158;M-178,structural_profile_only_not_semantic
p385_merge_only,L176,6,6,medial_core_candidate,medial_share=0.833,edge_share=0.167,0,5,1,0,0,0.833333,0.166667,0,0,1.3187,0.905639,0.515873,5,5,2.251629,2.251629,L740:2;L100:1;L140:1;L336:1;L741:1,L002:2;</s>:1;L031:1;L803:1;L840:1,M-15;M-34;M-115;M-116;M-127;M-155,structural_profile_only_not_semantic
p385_merge_only,L415,6,6,medial_core_candidate,medial_share=0.833,edge_share=0.167,0,5,1,0,0,0.833333,0.166667,0,0,1.3187,0.905639,0.557407,3,5,1.251629,2.251629,L220:4;L100:1;L621:1,L002:2;</s>:1;L060:1;L235:1;L240:1,M-37;M-52;M-109;M-144;M-154;M-163,structural_profile_only_not_semantic
p385_merge_only,L900,6,6,medial_core_candidate,medial_share=1.000,,0,6,0,0,0,1,0,0,0,1.582441,0,0.49537,4,5,1.792481,2.251629,L740:3;L003:1;L032:1;L388:1,L790:2;L005:1;L320:1;L545:1;L563:1,M-102;M-119;M-121;M-138;M-157;M-173,structural_profile_only_not_semantic
p385_merge_only,L923,6,6,medial_core_candidate,medial_share=1.000,,0,6,0,0,0,1,0,0,0,1.582441,0,0.273016,2,5,0.650022,2.251629,L740:5;L032:1,L220:2;L233:1;L382:1;L406:1;L803:1,M-33;M-124;M-128;M-170;M-171;M-174,structural_profile_only_not_semantic
p385_merge_only,L065,5,5,medial_core_candidate,medial_share=1.000,,0,5,0,0,0,1,0,0,0,1.582441,0,0.638095,2,5,0.721928,2.321928,L220:4;L880:1,L215:1;L244:1;L440:1;L798:1;L864:1,M-6;M-46;M-108;M-140;M-151,structural_profile_only_not_semantic
p385_merge_only,L156,5,5,initial_operator_candidate,initial_share=1.000,,5,0,0,0,1,0,0,0,5.433824,0,0,0,1,3,0,1.370951,<s>:5,L003:3;L004:1;L435:1,M-80;M-93;M-96;M-97;M-132,structural_profile_only_not_semantic
p385_merge_only,L231,5,5,medial_core_candidate,medial_share=1.000,,0,5,0,0,0,1,0,0,0,1.582441,0,0.493333,5,3,2.321928,1.370951,L032:1;L233:1;L705:1;L798:1;L803:1,L002:3;L060:1;L798:1,M-35;M-43;M-57;M-69;M-86,structural_profile_only_not_semantic
p385_merge_only,L503,5,5,medial_core_candidate,medial_share=0.800,edge_share=0.200,0,4,1,0,0,0.8,0.2,0,0,1.265953,1.086765,0.54,5,4,2.321928,1.921928,L017:1;L390:1;L455:1;L460:1;L776:1,L002:2;</s>:1;L240:1;L740:1,M-14;M-29;M-30;M-58;M-101,structural_profile_only_not_semantic
p385_merge_only,L760,5,5,medial_core_candidate,medial_share=1.000,,0,5,0,0,0,1,0,0,0,1.582441,0,0.197143,1,4,0,1.921928,L740:5,L440:2;L033:1;L220:1;L235:1,M-44;M-47;M-112;M-114;M-149,structural_profile_only_not_semantic
p385_merge_only,L806,5,5,weak_or_mixed_positional_candidate,initial=0.000;medial=0.600;terminal=0.400,,0,3,2,0,0,0.6,0.4,0,0,0.949465,2.173529,0.762857,4,3,1.921928,1.521928,L235:2;L233:1;L240:1;L320:1,</s>:2;L002:2;L060:1,M-29;M-30;M-166;M-171;M-173,structural_profile_only_not_semantic
p385_merge_only,L840,5,5,weak_or_mixed_positional_candidate,initial=0.000;medial=0.600;terminal=0.400,,0,3,2,0,0,0.6,0.4,0,0,0.949465,2.173529,0.62,5,3,2.321928,1.521928,L032:1;L176:1;L252:1;L611:1;L740:1,</s>:2;L013:2;L741:1,M-56;M-90;M-113;M-116;M-143,structural_profile_only_not_semantic
p385_merge_only,L004,4,4,sparse_unclassified,token_count_below_5,,0,2,2,0,0,0.5,0.5,0,0,0.791221,2.716912,0.708333,3,2,1.5,1,L220:2;L156:1;L390:1,</s>:2;L002:2,M-64;M-75;M-96;M-103,structural_profile_only_not_semantic
p385_merge_only,L055,4,4,sparse_unclassified,token_count_below_5,,0,3,1,0,0,0.75,0.25,0,0,1.186831,1.358456,0.659821,3,4,1.5,2,L740:2;L002:1;L803:1,</s>:1;L002:1;L240:1;L373:1,M-18;M-29;M-43;M-117,structural_profile_only_not_semantic
p385_merge_only,L527,4,4,sparse_unclassified,token_count_below_5,,3,1,0,0,0.75,0.25,0,0,4.075368,0.39561,0,0.125,2,3,0.811278,1.5,<s>:3;L002:1,L550:2;L388:1;L475:1,M-40;M-42;M-88;M-133,structural_profile_only_not_semantic
p385_merge_only,L545,4,4,sparse_unclassified,token_count_below_5,,0,0,4,0,0,0,1,0,0,0,5.433824,1,4,1,2,0,L003:1;L032:1;L900:1;L908:1,</s>:4,M-78;M-102;M-132;M-136,structural_profile_only_not_semantic
p385_merge_only,L590,4,4,sparse_unclassified,token_count_below_5,,0,4,0,0,0,1,0,0,0,1.582441,0,0.370833,1,3,0,1.5,L390:4,L233:2;L220:1;L741:1,M-12;M-35;M-94;M-131,structural_profile_only_not_semantic
p385_merge_only,L061,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.357143,3,3,1.584963,1.584963,L142:1;L406:1;L407:1,L002:1;L070:1;L740:1,M-164;M-170;M-171,structural_profile_only_not_semantic
p385_merge_only,L100,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.163889,1,3,0,1.584963,L740:3,L176:1;L415:1;L798:1,M-91;M-116;M-144,structural_profile_only_not_semantic
p385_merge_only,L125,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.796296,2,2,0.918296,0.918296,L390:2;L304:1,L632:2;</s>:1,M-13;M-38;M-119,structural_profile_only_not_semantic
p385_merge_only,L142,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.438889,3,3,1.584963,1.584963,L279:1;L400:1;L740:1,L002:1;L061:1;L880:1,M-71;M-145;M-164,structural_profile_only_not_semantic
p385_merge_only,L151,3,3,sparse_unclassified,token_count_below_5,,3,0,0,0,1,0,0,0,5.433824,0,0,0,1,3,0,1.584963,<s>:3,L243:1;L279:1;L337:1,M-71;M-119;M-160,structural_profile_only_not_semantic
p385_merge_only,L190,3,3,sparse_unclassified,token_count_below_5,,0,1,2,0,0,0.333333,0.666667,0,0,0.52748,3.622551,0.916667,3,2,1.584963,0.918296,L130:1;L297:1;L301:1,</s>:2;L920:1,M-53;M-115;M-153,structural_profile_only_not_semantic
p385_merge_only,L226,3,3,sparse_unclassified,token_count_below_5,,3,0,0,0,1,0,0,0,5.433824,0,0,0,1,2,0,0.918296,<s>:3,L032:2;L803:1,M-57;M-70;M-147,structural_profile_only_not_semantic
p385_merge_only,L297,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.808333,2,3,0.918296,1.584963,L002:2;L060:1,</s>:1;L190:1;L416:1,M-53;M-114;M-183,structural_profile_only_not_semantic
p385_merge_only,L350,3,3,sparse_unclassified,token_count_below_5,,1,2,0,0,0.333333,0.666667,0,0,1.811273,1.054961,0,0.309524,2,3,0.918296,1.584963,L460:2;<s>:1,L001:1;L002:1;L235:1,M-21;M-51;M-92,structural_profile_only_not_semantic
p385_merge_only,L388,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.583333,3,3,1.584963,1.584963,L527:1;L740:1;L906:1,</s>:1;L233:1;L900:1,M-88;M-133;M-173,structural_profile_only_not_semantic
p385_merge_only,L400,3,3,sparse_unclassified,token_count_below_5,,2,1,0,0,0.666667,0.333333,0,0,3.622551,0.52748,0,0.111111,2,3,0.918296,1.584963,<s>:2;L740:1,L093:1;L142:1;L890:1,M-87;M-123;M-145,structural_profile_only_not_semantic
p385_merge_only,L416,3,3,sparse_unclassified,token_count_below_5,,0,0,3,0,0,0,1,0,0,0,5.433824,1,3,1,1.584963,0,L255:1;L297:1;L740:1,</s>:3,M-91;M-114;M-182,structural_profile_only_not_semantic
p385_merge_only,L440,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.577778,2,3,0.918296,1.584963,L760:2;L065:1,L002:1;L060:1;L455:1,M-114;M-140;M-149,structural_profile_only_not_semantic
p385_merge_only,L455,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.891667,2,3,0.918296,1.584963,L220:2;L440:1,</s>:1;L503:1;L520:1,M-29;M-140;M-147,structural_profile_only_not_semantic
p385_merge_only,L460,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.289683,2,2,0.918296,0.918296,L798:2;L740:1,L350:2;L503:1,M-51;M-58;M-92,structural_profile_only_not_semantic
p385_merge_only,L632,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.861111,2,2,0.918296,0.918296,L125:2;L140:1,L032:2;</s>:1,M-8;M-38;M-119,structural_profile_only_not_semantic
p385_merge_only,L706,3,3,sparse_unclassified,token_count_below_5,,1,2,0,0,0.333333,0.666667,0,0,1.811273,1.054961,0,0.4,3,3,1.584963,1.584963,<s>:1;L001:1;L033:1,L060:1;L140:1;L575:1,M-8;M-64;M-65,structural_profile_only_not_semantic
p385_merge_only,L790,3,3,sparse_unclassified,token_count_below_5,,0,2,1,0,0,0.666667,0.333333,0,0,1.054961,1.811273,0.611111,2,2,0.918296,0.918296,L900:2;L390:1,L233:2;</s>:1,M-121;M-131;M-157,structural_profile_only_not_semantic
p385_merge_only,L832,3,3,sparse_unclassified,token_count_below_5,,1,1,1,0,0.333333,0.333333,0.333333,0,1.811273,0.52748,1.811273,0.416667,3,3,1.584963,1.584963,<s>:1;L033:1;L740:1,</s>:1;L236:1;L390:1,M-77;M-139;M-150,structural_profile_only_not_semantic
p385_merge_only,L906,3,3,sparse_unclassified,token_count_below_5,,0,3,0,0,0,1,0,0,0,1.582441,0,0.855159,3,3,1.584963,1.584963,L002:1;L368:1;L812:1,L140:1;L329:1;L388:1,M-24;M-36;M-133,structural_profile_only_not_semantic
p385_merge_only,L005,2,2,sparse_unclassified,token_count_below_5,,0,0,2,0,0,0,1,0,0,0,5.433824,1,2,1,1,0,L475:1;L900:1,</s>:2,M-40;M-138,structural_profile_only_not_semantic
p385_merge_only,L013,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.533333,1,2,0,1,L840:2,L002:1;L031:1,M-90;M-116,structural_profile_only_not_semantic
p385_merge_only,L018,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.35,2,2,1,1,L390:1;L405:1,L001:1;L796:1,M-83;M-172,structural_profile_only_not_semantic
p385_merge_only,L130,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.416667,2,2,1,1,L269:1;L820:1,L035:1;L190:1,M-16;M-153,structural_profile_only_not_semantic
p385_merge_only,L215,2,2,sparse_unclassified,token_count_below_5,,0,1,1,0,0,0.5,0.5,0,0,0.791221,2.716912,0.625,2,2,1,1,L065:1;L740:1,</s>:1;L002:1,M-46;M-99,structural_profile_only_not_semantic
p385_merge_only,L236,2,2,sparse_unclassified,token_count_below_5,,1,1,0,0,0.5,0.5,0,0,2.716912,0.791221,0,0.25,2,2,1,1,<s>:1;L832:1,L240:1;L741:1,M-54;M-139,structural_profile_only_not_semantic
p385_merge_only,L269,2,2,sparse_unclassified,token_count_below_5,,1,1,0,0,0.5,0.5,0,0,2.716912,0.791221,0,0.1,2,2,1,1,<s>:1;L740:1,L130:1;L511:1,M-31;M-153,structural_profile_only_not_semantic
p385_merge_only,L336,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.166667,1,2,0,1,L740:2,L002:1;L176:1,M-34;M-140,structural_profile_only_not_semantic
p385_merge_only,L371,2,2,sparse_unclassified,token_count_below_5,,0,0,2,0,0,0,1,0,0,0,5.433824,1,2,1,1,0,L255:1;L892:1,</s>:2,M-1;M-12,structural_profile_only_not_semantic
p385_merge_only,L382,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.535714,2,2,1,1,L016:1;L923:1,L233:1;L741:1,M-33;M-112,structural_profile_only_not_semantic
p385_merge_only,L405,2,2,sparse_unclassified,token_count_below_5,,1,1,0,0,0.5,0.5,0,0,2.716912,0.791221,0,0.333333,2,2,1,1,<s>:1;L002:1,L018:1;L372:1,M-34;M-172,structural_profile_only_not_semantic
p385_merge_only,L435,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.333333,2,1,1,0,L156:1;L690:1,L255:2,M-38;M-97,structural_profile_only_not_semantic
p385_merge_only,L565,2,2,sparse_unclassified,token_count_below_5,,1,1,0,0,0.5,0.5,0,0,2.716912,0.791221,0,0.1,2,2,1,1,<s>:1;L740:1,L233:1;L740:1,M-107;M-127,structural_profile_only_not_semantic
p385_merge_only,L575,2,2,sparse_unclassified,token_count_below_5,,0,1,1,0,0,0.5,0.5,0,0,0.791221,2.716912,0.666667,2,2,1,1,L595:1;L706:1,</s>:1;L704:1,M-65;M-74,structural_profile_only_not_semantic
p385_merge_only,L621,2,2,sparse_unclassified,token_count_below_5,,0,1,1,0,0,0.5,0.5,0,0,0.791221,2.716912,0.666667,2,2,1,1,L220:1;L740:1,</s>:1;L415:1,M-154;M-180,structural_profile_only_not_semantic
p385_merge_only,L717,2,2,sparse_unclassified,token_count_below_5,,1,0,1,0,0.5,0,0.5,0,2.716912,0,2.716912,0.5,2,2,1,1,<s>:1;L504:1,</s>:1;L032:1,M-3;M-52,structural_profile_only_not_semantic
p385_merge_only,L772,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.238095,1,2,0,1,L740:2,L002:1;L033:1,M-118;M-152,structural_profile_only_not_semantic
p385_merge_only,L794,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.1875,1,2,0,1,L740:2,L630:1;L734:1,M-36;M-89,structural_profile_only_not_semantic
p385_merge_only,L814,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.791667,1,2,0,1,L002:2,L084:1;L560:1,M-17;M-92,structural_profile_only_not_semantic
p385_merge_only,L844,2,2,sparse_unclassified,token_count_below_5,,0,2,0,0,0,1,0,0,0,1.582441,0,0.171429,1,2,0,1,L390:2,L140:1;L240:1,M-115;M-166,structural_profile_only_not_semantic
p385_merge_only,L853,2,2,sparse_unclassified,token_count_below_5,,0,0,2,0,0,0,1,0,0,0,5.433824,1,2,1,1,0,L101:1;L235:1,</s>:2,M-104;M-184,structural_profile_only_not_semantic
p385_merge_only,L880,2,2,sparse_unclassified,token_count_below_5,,0,1,1,0,0,0.5,0.5,0,0,0.791221,2.716912,0.666667,2,2,1,1,L142:1;L820:1,</s>:1;L065:1,M-6;M-145,structural_profile_only_not_semantic
p385_merge_only,L017,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L752:1,L503:1,M-30,structural_profile_only_not_semantic
p385_merge_only,L035,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.666667,1,1,0,0,L130:1,L171:1,M-16,structural_profile_only_not_semantic
p385_merge_only,L048,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.25,1,1,0,0,L740:1,L741:1,M-159,structural_profile_only_not_semantic
p385_merge_only,L070,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.571429,1,1,0,0,L061:1,L032:1,M-170,structural_profile_only_not_semantic
p385_merge_only,L072,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L368:1,</s>:1,M-123,structural_profile_only_not_semantic
p385_merge_only,L081,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L741:1,L272:1,M-85,structural_profile_only_not_semantic
p385_merge_only,L084,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L814:1,</s>:1,M-92,structural_profile_only_not_semantic
p385_merge_only,L093,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L400:1,L368:1,M-123,structural_profile_only_not_semantic
p385_merge_only,L094,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L220:1,M-130,structural_profile_only_not_semantic
p385_merge_only,L095,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L390:1,</s>:1,M-71,structural_profile_only_not_semantic
p385_merge_only,L101,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.666667,1,1,0,0,L740:1,L853:1,M-184,structural_profile_only_not_semantic
p385_merge_only,L104,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L890:1,</s>:1,M-87,structural_profile_only_not_semantic
p385_merge_only,L107,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-35,structural_profile_only_not_semantic
p385_merge_only,L111,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L002:1,L165:1,M-95,structural_profile_only_not_semantic
p385_merge_only,L112,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-33,structural_profile_only_not_semantic
p385_merge_only,L119,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L368:1,</s>:1,M-99,structural_profile_only_not_semantic
p385_merge_only,L136,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L140:1,M-142,structural_profile_only_not_semantic
p385_merge_only,L144,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-130,structural_profile_only_not_semantic
p385_merge_only,L154,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L003:1,M-102,structural_profile_only_not_semantic
p385_merge_only,L165,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L111:1,</s>:1,M-95,structural_profile_only_not_semantic
p385_merge_only,L168,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.6,1,1,0,0,L740:1,L002:1,M-101,structural_profile_only_not_semantic
p385_merge_only,L171,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L035:1,</s>:1,M-16,structural_profile_only_not_semantic
p385_merge_only,L175,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.25,1,1,0,0,L520:1,L002:1,M-181,structural_profile_only_not_semantic
p385_merge_only,L202,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L368:1,L892:1,M-12,structural_profile_only_not_semantic
p385_merge_only,L205,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L032:1,M-143,structural_profile_only_not_semantic
p385_merge_only,L207,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.6,1,1,0,0,L002:1,L550:1,M-82,structural_profile_only_not_semantic
p385_merge_only,L222,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L002:1,M-82,structural_profile_only_not_semantic
p385_merge_only,L243,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L151:1,L031:1,M-160,structural_profile_only_not_semantic
p385_merge_only,L244,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L065:1,</s>:1,M-6,structural_profile_only_not_semantic
p385_merge_only,L250,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L741:1,L579:1,M-159,structural_profile_only_not_semantic
p385_merge_only,L252,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.8,1,1,0,0,L002:1,L840:1,M-143,structural_profile_only_not_semantic
p385_merge_only,L257,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L002:1,L898:1,M-154,structural_profile_only_not_semantic
p385_merge_only,L260,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L940:1,</s>:1,M-107,structural_profile_only_not_semantic
p385_merge_only,L272,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L081:1,</s>:1,M-85,structural_profile_only_not_semantic
p385_merge_only,L279,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L151:1,L142:1,M-71,structural_profile_only_not_semantic
p385_merge_only,L287,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L002:1,L140:1,M-109,structural_profile_only_not_semantic
p385_merge_only,L295,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L002:1,L502:1,M-181,structural_profile_only_not_semantic
p385_merge_only,L301,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.857143,1,1,0,0,L002:1,L190:1,M-115,structural_profile_only_not_semantic
p385_merge_only,L304,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L368:1,L125:1,M-13,structural_profile_only_not_semantic
p385_merge_only,L311,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L031:1,L745:1,M-9,structural_profile_only_not_semantic
p385_merge_only,L317,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L920:1,</s>:1,M-44,structural_profile_only_not_semantic
p385_merge_only,L320,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L900:1,L806:1,M-173,structural_profile_only_not_semantic
p385_merge_only,L329,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L906:1,</s>:1,M-36,structural_profile_only_not_semantic
p385_merge_only,L337,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.111111,1,1,0,0,L151:1,L484:1,M-119,structural_profile_only_not_semantic
p385_merge_only,L344,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L740:1,L032:1,M-78,structural_profile_only_not_semantic
p385_merge_only,L345,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-93,structural_profile_only_not_semantic
p385_merge_only,L360,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-129,structural_profile_only_not_semantic
p385_merge_only,L361,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-139,structural_profile_only_not_semantic
p385_merge_only,L362,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.428571,1,1,0,0,L740:1,L692:1,M-21,structural_profile_only_not_semantic
p385_merge_only,L372,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L405:1,L374:1,M-34,structural_profile_only_not_semantic
